Tweet,Target,Stance
"'d like know dr. evins getting statistics. contradict virtually everything 've read marijuana contradict personal experience. smoked marijuana august 1972 november 1973 first fairly rarely eventually nearly daily weeks twice daily abruptly stopped completely two months smoked times week couple months. n't smoked since. changes usage availability mostly social circumstances. n't begin crave gradually lost interest novelty wore. marijuana days much social drug smoked alone life. would n't even say stopping starting easy nothing whatsoever. never encountered anyone time life showed slightest sign even slightly addicted. know addiction. 've known many people close clearly addicted alcohol. 's true however marijuana cause like memory cognitive impairment ""-- temporarily. 's called stoned",colorado,FAVOR
reports fourth graders selling pot edibles school sounds like parents alleged 4th graders need education parenting. root cause problems parents held accountable actions children. children allowed run free act dangerous ways sometimes taking innocent lives along. politicians respond taking away rights rather educating parents. stop making whole society suffer bad parents refuse take responsibility creations. start teaching parenting skills fervor adolescent sports might actually make better world live. stop focusing symptoms. start something root cause. hold parents accountable actions children. simple logic. root cause addressed continued dysfunction inevitable,colorado,NEUTRAL
kids already use marijuana. law n't going make major difference. hard argue marijuana illegal alcohol tobacco harmful substances legal widely promoted. hysterical attempt portray marijuana demon weed ignore fact arrests violence accompany marijuana use sales harm drug actually. 'm concerned fact many kids n't understand marijuana harmful. lead demotivation appears permanenty lower iq teenage user 9 points. alcohol also damages teenage brain. need education prohibition ban advertising promotion -- something alcohol tobacco well,colorado,AGAINST
kids already use marijuana. law n't going make major difference. hard argue marijuana illegal alcohol tobacco harmful substances legal widely promoted. hysterical attempt portray marijuana demon weed ignore fact arrests violence accompany marijuana use sales harm drug actually. 'm concerned fact many kids n't understand marijuana harmful. lead demotivation appears permanenty lower iq teenage user 9 points. alcohol also damages teenage brain. need education prohibition ban advertising promotion -- something alcohol tobacco well,colorado,AGAINST
kids already use marijuana. law n't going make major difference. hard argue marijuana illegal alcohol tobacco harmful substances legal widely promoted. hysterical attempt portray marijuana demon weed ignore fact arrests violence accompany marijuana use sales harm drug actually. 'm concerned fact many kids n't understand marijuana harmful. lead demotivation appears permanenty lower iq teenage user 9 points. alcohol also damages teenage brain. need education prohibition ban advertising promotion -- something alcohol tobacco well,colorado,AGAINST
kids already use marijuana. law n't going make major difference. hard argue marijuana illegal alcohol tobacco harmful substances legal widely promoted. hysterical attempt portray marijuana demon weed ignore fact arrests violence accompany marijuana use sales harm drug actually. 'm concerned fact many kids n't understand marijuana harmful. lead demotivation appears permanenty lower iq teenage user 9 points. alcohol also damages teenage brain. need education prohibition ban advertising promotion -- something alcohol tobacco well,colorado,NEUTRAL
kids already use marijuana. law n't going make major difference. hard argue marijuana illegal alcohol tobacco harmful substances legal widely promoted. hysterical attempt portray marijuana demon weed ignore fact arrests violence accompany marijuana use sales harm drug actually. 'm concerned fact many kids n't understand marijuana harmful. lead demotivation appears permanenty lower iq teenage user 9 points. alcohol also damages teenage brain. need education prohibition ban advertising promotion -- something alcohol tobacco well,colorado,NEUTRAL
reports fourth graders selling pot edibles school sounds like parents alleged 4th graders need education parenting. root cause problems parents held accountable actions children. children allowed run free act dangerous ways sometimes taking innocent lives along. politicians respond taking away rights rather educating parents. stop making whole society suffer bad parents refuse take responsibility creations. start teaching parenting skills fervor adolescent sports might actually make better world live. stop focusing symptoms. start something root cause. hold parents accountable actions children. simple logic. root cause addressed continued dysfunction inevitable,colorado,AGAINST
reports fourth graders selling pot edibles school sounds like parents alleged 4th graders need education parenting. root cause problems parents held accountable actions children. children allowed run free act dangerous ways sometimes taking innocent lives along. politicians respond taking away rights rather educating parents. stop making whole society suffer bad parents refuse take responsibility creations. start teaching parenting skills fervor adolescent sports might actually make better world live. stop focusing symptoms. start something root cause. hold parents accountable actions children. simple logic. root cause addressed continued dysfunction inevitable,colorado,NEUTRAL
using evans logic make criminalize cars immediately. children start driving get addcted almost every day rest lives. get irritable driving privileges taken away. danger. plenty research spent drunk driving education yet people still drive drunk. crisis solved throwing people jail,colorado,FAVOR
reports fourth graders selling pot edibles school sounds like parents alleged 4th graders need education parenting. root cause problems parents held accountable actions children. children allowed run free act dangerous ways sometimes taking innocent lives along. politicians respond taking away rights rather educating parents. stop making whole society suffer bad parents refuse take responsibility creations. start teaching parenting skills fervor adolescent sports might actually make better world live. stop focusing symptoms. start something root cause. hold parents accountable actions children. simple logic. root cause addressed continued dysfunction inevitable,colorado,NEUTRAL
hundreds thousands scientists hundreds major universities millions marijuana users last fifty years. little good research. blame federal government made marijuana research unduly difficult. similar foreign governments. catch 22 little research since marijuana illegal illegal party little research showing relatively safe. somebody blow dam repression sky high colorado done. belatedly research go,colorado,FAVOR
reports fourth graders selling pot edibles school sounds like parents alleged 4th graders need education parenting. root cause problems parents held accountable actions children. children allowed run free act dangerous ways sometimes taking innocent lives along. politicians respond taking away rights rather educating parents. stop making whole society suffer bad parents refuse take responsibility creations. start teaching parenting skills fervor adolescent sports might actually make better world live. stop focusing symptoms. start something root cause. hold parents accountable actions children. simple logic. root cause addressed continued dysfunction inevitable,colorado,AGAINST
reports fourth graders selling pot edibles school sounds like parents alleged 4th graders need education parenting. root cause problems parents held accountable actions children. children allowed run free act dangerous ways sometimes taking innocent lives along. politicians respond taking away rights rather educating parents. stop making whole society suffer bad parents refuse take responsibility creations. start teaching parenting skills fervor adolescent sports might actually make better world live. stop focusing symptoms. start something root cause. hold parents accountable actions children. simple logic. root cause addressed continued dysfunction inevitable,colorado,NEUTRAL
legalization dangerous says ms. evins. studied rat park experiments. conducted 20 years prestigious lab published peer reviewed journal studies establish addiction almost impossible induce subjects living healthy environments. oh one detail subjects rats ... correlate humans 80 time lab study results. 's 80 chance human addiction results substance deprived abusive environments. place could put efforts productively instead fighting losing battle public jaded decades lies,colorado,AGAINST
legalization dangerous says ms. evins. studied rat park experiments. conducted 20 years prestigious lab published peer reviewed journal studies establish addiction almost impossible induce subjects living healthy environments. oh one detail subjects rats ... correlate humans 80 time lab study results. 's 80 chance human addiction results substance deprived abusive environments. place could put efforts productively instead fighting losing battle public jaded decades lies,colorado,AGAINST
legalization dangerous says ms. evins. studied rat park experiments. conducted 20 years prestigious lab published peer reviewed journal studies establish addiction almost impossible induce subjects living healthy environments. oh one detail subjects rats ... correlate humans 80 time lab study results. 's 80 chance human addiction results substance deprived abusive environments. place could put efforts productively instead fighting losing battle public jaded decades lies,colorado,AGAINST
legalization dangerous says ms. evins. studied rat park experiments. conducted 20 years prestigious lab published peer reviewed journal studies establish addiction almost impossible induce subjects living healthy environments. oh one detail subjects rats ... correlate humans 80 time lab study results. 's 80 chance human addiction results substance deprived abusive environments. place could put efforts productively instead fighting losing battle public jaded decades lies,colorado,AGAINST
legalization dangerous says ms. evins. studied rat park experiments. conducted 20 years prestigious lab published peer reviewed journal studies establish addiction almost impossible induce subjects living healthy environments. oh one detail subjects rats ... correlate humans 80 time lab study results. 's 80 chance human addiction results substance deprived abusive environments. place could put efforts productively instead fighting losing battle public jaded decades lies,colorado,AGAINST
hundreds thousands scientists hundreds major universities millions marijuana users last fifty years. little good research. blame federal government made marijuana research unduly difficult. similar foreign governments. catch 22 little research since marijuana illegal illegal party little research showing relatively safe. somebody blow dam repression sky high colorado done. belatedly research go,colorado,FAVOR
using evans logic make criminalize cars immediately. children start driving get addcted almost every day rest lives. get irritable driving privileges taken away. danger. plenty research spent drunk driving education yet people still drive drunk. crisis solved throwing people jail,colorado,FAVOR
imagine maureen dowd 's column written ate whole 420-laced candy car impetus room debate. found column astonishing. day age internet ms. dowd educated teeny tiny bit felt like behavior contrived produce compelling column behavior real world. could think column old alka seltzer commercial. always going people drink point vomiting hangover first time. learn. bet ms. dowd wo n't eat whole thing,colorado,AGAINST
alcohol marijuana affect users negatively. absolutely. minors allowed legally consume either one. war drugs failure. promote violence enrich big time drug dealers utterly corrupt interdiction apparatus u.s. abroad. n't endorse use either marijuana alcohol. making illegal protects one,colorado,AGAINST
maureen dowd bad trip supposed return dark ages marijuana use. drank pitcher cabo wabo marguarettas couple weeks ago thought going die next day. going prohibit tequila bad trip. wish. dang stuff good. good amateurs like. n't know bottlers still put alcohol content hard liquor used. handy guide beginning drinkers ..... like college students. people used guide get drunk possible fast possible. legislate stupidity people protect every thing. creating thc meter putting package would considerate. probably would n't help stupid people like mentioned columnist crammed stuff mouth without even research would show sense responsibility part marijuana industry,colorado,AGAINST
marijuana big business wrong marijuana big business decades. california dept. agriculture listed number one cash crop state 20 years row. business ground. regulation taxation better education savings enforcement incarceration costs everybody wins. slowly heading right direction ending biggest widespread wrongful jailing american citizens since slavery. ca n't happen quick enough,colorado,AGAINST
juvenile attitude people treat legalization embarrassing. need study. contrary believe cannabis around forever people smoking forever. n't need study need legalize treat populace like adults. many things much dangerous n't go jail,colorado,FAVOR
agree basis research. support research would prove useful non existent banned government past. naive population suddenly access like item naive ones take much. suspect data collection medical facilities honest would ask clients whether new users results would show vast majority medical problems come first time users,colorado,FAVOR
hate pot. think putting candy stupid. however even though gave 2 years thinking thee must something wrong enjoying came conclusion far addictive probably drove people abandon favor mindless drug like cocaine heroin beer booze. ama foolish misinformed people like ms evins believe nonsense spread let sleep alone. suspect almost hardcore users pot already using. ms evins truly honest would pushing enactment alcohol prohibition like drug prohibitions n't work either least based upon great deal experimental observed fact. history marijuana based upon predilections one side argument 's status,colorado,FAVOR
u.s. dhhs estimated 2008 18 population smokes pot. 55 million americans. prohibition subject becoming coerced courts patients prof evins profession cohorts. legalized pharmaceutical industry sponsors lose potential court ordered government business. dr. evins cv dr. evins recipient career development award thenational institutes drug abuse nida career development indeed,colorado,AGAINST
alcohol marijuana affect users negatively. absolutely. minors allowed legally consume either one. war drugs failure. promote violence enrich big time drug dealers utterly corrupt interdiction apparatus u.s. abroad. n't endorse use either marijuana alcohol. making illegal protects one,colorado,AGAINST
u.s. dhhs estimated 2008 18 population smokes pot. 55 million americans. prohibition subject becoming coerced courts patients prof evins profession cohorts. legalized pharmaceutical industry sponsors lose potential court ordered government business. dr. evins cv dr. evins recipient career development award thenational institutes drug abuse nida career development indeed,colorado,AGAINST
alcohol marijuana affect users negatively. absolutely. minors allowed legally consume either one. war drugs failure. promote violence enrich big time drug dealers utterly corrupt interdiction apparatus u.s. abroad. n't endorse use either marijuana alcohol. making illegal protects one,colorado,FAVOR
alcohol marijuana affect users negatively. absolutely. minors allowed legally consume either one. war drugs failure. promote violence enrich big time drug dealers utterly corrupt interdiction apparatus u.s. abroad. n't endorse use either marijuana alcohol. making illegal protects one,colorado,AGAINST
u.s. dhhs estimated 2008 18 population smokes pot. 55 million americans. prohibition subject becoming coerced courts patients prof evins profession cohorts. legalized pharmaceutical industry sponsors lose potential court ordered government business. dr. evins cv dr. evins recipient career development award thenational institutes drug abuse nida career development indeed,colorado,AGAINST
maureen dowd cheap propaganda stunt sounds like people see. could go new york city buy fifth bourbon package store. take bottle back hotel room drink get blame hangover new york 's overly permissive alcohol laws. need warning every bottle bourbon telling proper dose drink much risk hangover. marijuana makes aging squares like dowd crazy. real reason marijuana still federal crime simple pig headedness,colorado,AGAINST
maureen dowd cheap propaganda stunt sounds like people see. could go new york city buy fifth bourbon package store. take bottle back hotel room drink get blame hangover new york 's overly permissive alcohol laws. need warning every bottle bourbon telling proper dose drink much risk hangover. marijuana makes aging squares like dowd crazy. real reason marijuana still federal crime simple pig headedness,colorado,AGAINST
imagine maureen dowd 's column written ate whole 420-laced candy car impetus room debate. found column astonishing. day age internet ms. dowd educated teeny tiny bit felt like behavior contrived produce compelling column behavior real world. could think column old alka seltzer commercial. always going people drink point vomiting hangover first time. learn. bet ms. dowd wo n't eat whole thing,colorado,NEUTRAL
maureen dowd cheap propaganda stunt sounds like people see. could go new york city buy fifth bourbon package store. take bottle back hotel room drink get blame hangover new york 's overly permissive alcohol laws. need warning every bottle bourbon telling proper dose drink much risk hangover. marijuana makes aging squares like dowd crazy. real reason marijuana still federal crime simple pig headedness,colorado,AGAINST
using evans logic make criminalize cars immediately. children start driving get addcted almost every day rest lives. get irritable driving privileges taken away. danger. plenty research spent drunk driving education yet people still drive drunk. crisis solved throwing people jail,colorado,FAVOR
u.s. dhhs estimated 2008 18 population smokes pot. 55 million americans. prohibition subject becoming coerced courts patients prof evins profession cohorts. legalized pharmaceutical industry sponsors lose potential court ordered government business. dr. evins cv dr. evins recipient career development award thenational institutes drug abuse nida career development indeed,colorado,NEUTRAL
u.s. dhhs estimated 2008 18 population smokes pot. 55 million americans. prohibition subject becoming coerced courts patients prof evins profession cohorts. legalized pharmaceutical industry sponsors lose potential court ordered government business. dr. evins cv dr. evins recipient career development award thenational institutes drug abuse nida career development indeed,colorado,AGAINST
comment sections forms direct engagement customers outlets let run wild without supervision blame vitriol. engagement valuable organization give eliminate comments. form engagement drives loyalty repeat business must invested paying moderators. comments section failing n't blame haters blame lack investment,comment sections,AGAINST
comment sections forms direct engagement customers outlets let run wild without supervision blame vitriol. engagement valuable organization give eliminate comments. form engagement drives loyalty repeat business must invested paying moderators. comments section failing n't blame haters blame lack investment,comment sections,AGAINST
new york times often reinforces editorial biases carefully editing comments readers agree. comments sections thus made propaganda device adding force paper 's views. comment readers washington post often degraded inclusion personal attacks upon posters glue -- rubber form discourse,comment sections,FAVOR
oftenthe comments sections biased reporting set rights. unfortunately us used rely nyt unbiased straightforward reporting thst changed. result opinions presented facts. words pregnant multiple meanings used slant stories placate corproate owners. comments give us read sources like european papers bit balance fact check fact checkers. comments important. n't like likely found often observant readers want stop. let people talk,comment sections,FAVOR
oftenthe comments sections biased reporting set rights. unfortunately us used rely nyt unbiased straightforward reporting thst changed. result opinions presented facts. words pregnant multiple meanings used slant stories placate corproate owners. comments give us read sources like european papers bit balance fact check fact checkers. comments important. n't like likely found often observant readers want stop. let people talk,comment sections,AGAINST
oftenthe comments sections biased reporting set rights. unfortunately us used rely nyt unbiased straightforward reporting thst changed. result opinions presented facts. words pregnant multiple meanings used slant stories placate corproate owners. comments give us read sources like european papers bit balance fact check fact checkers. comments important. n't like likely found often observant readers want stop. let people talk,comment sections,NEUTRAL
new york times often reinforces editorial biases carefully editing comments readers agree. comments sections thus made propaganda device adding force paper 's views. comment readers washington post often degraded inclusion personal attacks upon posters glue -- rubber form discourse,comment sections,AGAINST
new york times often reinforces editorial biases carefully editing comments readers agree. comments sections thus made propaganda device adding force paper 's views. comment readers washington post often degraded inclusion personal attacks upon posters glue -- rubber form discourse,comment sections,FAVOR
new york times often reinforces editorial biases carefully editing comments readers agree. comments sections thus made propaganda device adding force paper 's views. comment readers washington post often degraded inclusion personal attacks upon posters glue -- rubber form discourse,comment sections,AGAINST
new york times often reinforces editorial biases carefully editing comments readers agree. comments sections thus made propaganda device adding force paper 's views. comment readers washington post often degraded inclusion personal attacks upon posters glue -- rubber form discourse,comment sections,NEUTRAL
new york times often reinforces editorial biases carefully editing comments readers agree. comments sections thus made propaganda device adding force paper 's views. comment readers washington post often degraded inclusion personal attacks upon posters glue -- rubber form discourse,comment sections,NEUTRAL
oftenthe comments sections biased reporting set rights. unfortunately us used rely nyt unbiased straightforward reporting thst changed. result opinions presented facts. words pregnant multiple meanings used slant stories placate corproate owners. comments give us read sources like european papers bit balance fact check fact checkers. comments important. n't like likely found often observant readers want stop. let people talk,comment sections,AGAINST
oftenthe comments sections biased reporting set rights. unfortunately us used rely nyt unbiased straightforward reporting thst changed. result opinions presented facts. words pregnant multiple meanings used slant stories placate corproate owners. comments give us read sources like european papers bit balance fact check fact checkers. comments important. n't like likely found often observant readers want stop. let people talk,comment sections,FAVOR
always ways cheat perhaps regulations laws outcomes methods. suppose instead regulation describing testing station law said car exceeded pollution standards manufacturer would refund full original retail price units model car including sales tax pay fine miles driven. mechanisms world cheating would n't matter getting caught would end corporation. inventions guarantee methods change outcome outcome,companies,FAVOR
motivation people lobby congress strengthen patent monopoly. public good. likely. like extending copyright term life author plus 80 years fulfill constitutional rationale promote progress science useful arts. 's ironic since individual inventors asserting patents corporations congress president arms patent trolls. myriad seems biggest troll blocking research testing. patent fine lead high pharmaceutical company profits kept small players without patent portfolios cross license markets patents become problem inventors sue companies,companies,FAVOR
every thing found nature got kind mutation even engineered genes found nature. difference would detectable unless one prior knowledge kind. engineering cause mutation well human intervention. purpose patents provide monopoly market innovators order encourage innovations. extended monopolies tend discourage innovations length patents must limited. patenting naturally occurring gene sequences resulted legal requirement anyone treating conditions related sequences patented approved compensation provided patent holders. 's perverse use patents actually inhibits innovations blocks medical care seriously ill patients. 's morally ethically degenerate violates principle knowledge nature subject patents copyrights. subject engineered genes probably handled like horticultural products,companies,NEUTRAL
problem philosophy lot innocent people get hurt self regulation fails. people vws may see declines value cars. workers vw may lose jobs. car dealers sell vws experience declining sales. stockholders may end losing ever gained fraud. competitors flout rules already suffered. also possibility vw corporation wo n't end pay behavior. without threat punishment failing comply regulations recourse society. 's air quality affects everyone damaged,companies,FAVOR
every thing found nature got kind mutation even engineered genes found nature. difference would detectable unless one prior knowledge kind. engineering cause mutation well human intervention. purpose patents provide monopoly market innovators order encourage innovations. extended monopolies tend discourage innovations length patents must limited. patenting naturally occurring gene sequences resulted legal requirement anyone treating conditions related sequences patented approved compensation provided patent holders. 's perverse use patents actually inhibits innovations blocks medical care seriously ill patients. 's morally ethically degenerate violates principle knowledge nature subject patents copyrights. subject engineered genes probably handled like horticultural products,companies,FAVOR
every thing found nature got kind mutation even engineered genes found nature. difference would detectable unless one prior knowledge kind. engineering cause mutation well human intervention. purpose patents provide monopoly market innovators order encourage innovations. extended monopolies tend discourage innovations length patents must limited. patenting naturally occurring gene sequences resulted legal requirement anyone treating conditions related sequences patented approved compensation provided patent holders. 's perverse use patents actually inhibits innovations blocks medical care seriously ill patients. 's morally ethically degenerate violates principle knowledge nature subject patents copyrights. subject engineered genes probably handled like horticultural products,companies,FAVOR
every thing found nature got kind mutation even engineered genes found nature. difference would detectable unless one prior knowledge kind. engineering cause mutation well human intervention. purpose patents provide monopoly market innovators order encourage innovations. extended monopolies tend discourage innovations length patents must limited. patenting naturally occurring gene sequences resulted legal requirement anyone treating conditions related sequences patented approved compensation provided patent holders. 's perverse use patents actually inhibits innovations blocks medical care seriously ill patients. 's morally ethically degenerate violates principle knowledge nature subject patents copyrights. subject engineered genes probably handled like horticultural products,companies,FAVOR
problem philosophy lot innocent people get hurt self regulation fails. people vws may see declines value cars. workers vw may lose jobs. car dealers sell vws experience declining sales. stockholders may end losing ever gained fraud. competitors flout rules already suffered. also possibility vw corporation wo n't end pay behavior. without threat punishment failing comply regulations recourse society. 's air quality affects everyone damaged,companies,FAVOR
idea mr. adams supports -- self regulation companies -- deeply flawed. waiting markets punish companies bad behavior many people harmed. harm financial physical. lag time misdeed discovery correction years. many regulations place reactions failure individuals companies behave ethical legal ways. businesses fumbled away opportunities self regulation long time ago. said businesses still right participate writing regulations customers stakeholders. regulations nature burdensome. often weight burden prompted serious nature original offense,companies,NEUTRAL
idea mr. adams supports -- self regulation companies -- deeply flawed. waiting markets punish companies bad behavior many people harmed. harm financial physical. lag time misdeed discovery correction years. many regulations place reactions failure individuals companies behave ethical legal ways. businesses fumbled away opportunities self regulation long time ago. said businesses still right participate writing regulations customers stakeholders. regulations nature burdensome. often weight burden prompted serious nature original offense,companies,NEUTRAL
every thing found nature got kind mutation even engineered genes found nature. difference would detectable unless one prior knowledge kind. engineering cause mutation well human intervention. purpose patents provide monopoly market innovators order encourage innovations. extended monopolies tend discourage innovations length patents must limited. patenting naturally occurring gene sequences resulted legal requirement anyone treating conditions related sequences patented approved compensation provided patent holders. 's perverse use patents actually inhibits innovations blocks medical care seriously ill patients. 's morally ethically degenerate violates principle knowledge nature subject patents copyrights. subject engineered genes probably handled like horticultural products,companies,NEUTRAL
companies entire industries best practices ha proven ad nauseam capable regulating industries 5 year olds capable regulating behavior left alone room pile cookies table next glasses milk,companies,NEUTRAL
motivation people lobby congress strengthen patent monopoly. public good. likely. like extending copyright term life author plus 80 years fulfill constitutional rationale promote progress science useful arts. 's ironic since individual inventors asserting patents corporations congress president arms patent trolls. myriad seems biggest troll blocking research testing. patent fine lead high pharmaceutical company profits kept small players without patent portfolios cross license markets patents become problem inventors sue companies,companies,FAVOR
yes thingas regulatory capture companies find ways manipulate rule making bodies advantage keep competitors. without existence rule making bodies ca n't captured companies find ways keep competition. ways perfect course comapnies always perfectly successful regulatory capture. usual strict adherence principle whether libertarian statist effective reality,companies,NEUTRAL
marketplace regulation regulation natural fallout consequences marketplace actually requires company victimize public caught. certainly decide things public choose unhealthy food cars chew gas instance. let company take money product advertised. allow truck drivers drive fall asleep wheel. allow car manufacturers produce cars kill customers require investigate report. allow companies dump toxic metals people 's water supply. allow companies ship us salmonella e coli matter course. sell drugs untested. regulate protect people become victims give people recourse victimized. common sense,companies,FAVOR
right. hsbc gets business laundering money mexican drug cartels. know business start. course years make 8 billion dollars profit laundering money mexican drug cartels. admit guilt. fined 4 billion dollars. exactly incentive stop. made 4 billion profits crime paying fine. 'm sure 'd happy sell regulate. 'd make twice much money,companies,FAVOR
yes thingas regulatory capture companies find ways manipulate rule making bodies advantage keep competitors. without existence rule making bodies ca n't captured companies find ways keep competition. ways perfect course comapnies always perfectly successful regulatory capture. usual strict adherence principle whether libertarian statist effective reality,companies,AGAINST
absence regulations would nobody caught vw first place. fact vw could spared expense trick regulators spewing toxic chemicals atmosphere wild abandon. would saved lot time effort made shareholders money albeit expense health planet everyone living,companies,FAVOR
yes thingas regulatory capture companies find ways manipulate rule making bodies advantage keep competitors. without existence rule making bodies ca n't captured companies find ways keep competition. ways perfect course comapnies always perfectly successful regulatory capture. usual strict adherence principle whether libertarian statist effective reality,companies,NEUTRAL
every thing found nature got kind mutation even engineered genes found nature. difference would detectable unless one prior knowledge kind. engineering cause mutation well human intervention. purpose patents provide monopoly market innovators order encourage innovations. extended monopolies tend discourage innovations length patents must limited. patenting naturally occurring gene sequences resulted legal requirement anyone treating conditions related sequences patented approved compensation provided patent holders. 's perverse use patents actually inhibits innovations blocks medical care seriously ill patients. 's morally ethically degenerate violates principle knowledge nature subject patents copyrights. subject engineered genes probably handled like horticultural products,companies,NEUTRAL
every thing found nature got kind mutation even engineered genes found nature. difference would detectable unless one prior knowledge kind. engineering cause mutation well human intervention. purpose patents provide monopoly market innovators order encourage innovations. extended monopolies tend discourage innovations length patents must limited. patenting naturally occurring gene sequences resulted legal requirement anyone treating conditions related sequences patented approved compensation provided patent holders. 's perverse use patents actually inhibits innovations blocks medical care seriously ill patients. 's morally ethically degenerate violates principle knowledge nature subject patents copyrights. subject engineered genes probably handled like horticultural products,companies,NEUTRAL
regulation benefits businesses making sure playing rules. one company cheats vw companies suffer. many people would purchased makes known real pollution emitted diesel industry. would baseball played without umpires. football without referees. want game decided homer actually foul ball touchdown scored defender illegally tripped,companies,FAVOR
regulation benefits businesses making sure playing rules. one company cheats vw companies suffer. many people would purchased makes known real pollution emitted diesel industry. would baseball played without umpires. football without referees. want game decided homer actually foul ball touchdown scored defender illegally tripped,companies,FAVOR
nonsense suggest author go work steel mill tell us need safety laws regulations. years several industries fellow workers killed companies sort overlooked safety regulations,companies,FAVOR
mossoff quite disingenuous. keeps talking identifying isolating purifying something. fundamental level myriad patenting. reality patenting right determine f brca1 gene harbors dna sequence change predicts breast cancer. like insulin. better analogy would presence absence heart murmer. would like saying every time cardiologist listens heart stethoscope diagnosis mitral valve problem must pay royalties. myriad may couch terms suggests identifying isolating purifying something reporting something already either one 's body specific dna sequence. isolating purifying anything,companies,AGAINST
mossoff quite disingenuous. keeps talking identifying isolating purifying something. fundamental level myriad patenting. reality patenting right determine f brca1 gene harbors dna sequence change predicts breast cancer. like insulin. better analogy would presence absence heart murmer. would like saying every time cardiologist listens heart stethoscope diagnosis mitral valve problem must pay royalties. myriad may couch terms suggests identifying isolating purifying something reporting something already either one 's body specific dna sequence. isolating purifying anything,companies,NEUTRAL
mossoff quite disingenuous. keeps talking identifying isolating purifying something. fundamental level myriad patenting. reality patenting right determine f brca1 gene harbors dna sequence change predicts breast cancer. like insulin. better analogy would presence absence heart murmer. would like saying every time cardiologist listens heart stethoscope diagnosis mitral valve problem must pay royalties. myriad may couch terms suggests identifying isolating purifying something reporting something already either one 's body specific dna sequence. isolating purifying anything,companies,AGAINST
companies entire industries best practices ha proven ad nauseam capable regulating industries 5 year olds capable regulating behavior left alone room pile cookies table next glasses milk,companies,NEUTRAL
companies entire industries best practices ha proven ad nauseam capable regulating industries 5 year olds capable regulating behavior left alone room pile cookies table next glasses milk,companies,NEUTRAL
every thing found nature got kind mutation even engineered genes found nature. difference would detectable unless one prior knowledge kind. engineering cause mutation well human intervention. purpose patents provide monopoly market innovators order encourage innovations. extended monopolies tend discourage innovations length patents must limited. patenting naturally occurring gene sequences resulted legal requirement anyone treating conditions related sequences patented approved compensation provided patent holders. 's perverse use patents actually inhibits innovations blocks medical care seriously ill patients. 's morally ethically degenerate violates principle knowledge nature subject patents copyrights. subject engineered genes probably handled like horticultural products,companies,NEUTRAL
mossoff quite disingenuous. keeps talking identifying isolating purifying something. fundamental level myriad patenting. reality patenting right determine f brca1 gene harbors dna sequence change predicts breast cancer. like insulin. better analogy would presence absence heart murmer. would like saying every time cardiologist listens heart stethoscope diagnosis mitral valve problem must pay royalties. myriad may couch terms suggests identifying isolating purifying something reporting something already either one 's body specific dna sequence. isolating purifying anything,companies,NEUTRAL
companies entire industries best practices ha proven ad nauseam capable regulating industries 5 year olds capable regulating behavior left alone room pile cookies table next glasses milk,companies,NEUTRAL
companies entire industries best practices ha proven ad nauseam capable regulating industries 5 year olds capable regulating behavior left alone room pile cookies table next glasses milk,companies,NEUTRAL
outrage vw misplaced two reasons. first focus vw takes heat polluters matter. vws diesels road combined put less pollution single power plant. second something worth regulating worth effective enforcement. enforcement via honor system enforcement. corporations allowed control testing downright silly get outraged discovering results rigged,companies,FAVOR
companies entire industries best practices ha proven ad nauseam capable regulating industries 5 year olds capable regulating behavior left alone room pile cookies table next glasses milk,companies,NEUTRAL
absolutely think company able dna. also think monopoly. tests modifications different every company able work develop tests using part dna help save lives. also disgusting making expensive people able take test. companies get lot federal grants research portion belong us get break price,companies,NEUTRAL
companies entire industries best practices ha proven ad nauseam capable regulating industries 5 year olds capable regulating behavior left alone room pile cookies table next glasses milk,companies,FAVOR
less regulation might feasible effective means using civil law receive compensation harm caused faulty products. unfortunately conservative judges law makers dedicated protecting business patrons succeeded emasculating ability use civil law relief. recent nyt articles revealed business using arbitration avoid sued. wise law makers judges work protect public harm seems wisdom lacking far many current law makers judges. greed winning,companies,NEUTRAL
less regulation might feasible effective means using civil law receive compensation harm caused faulty products. unfortunately conservative judges law makers dedicated protecting business patrons succeeded emasculating ability use civil law relief. recent nyt articles revealed business using arbitration avoid sued. wise law makers judges work protect public harm seems wisdom lacking far many current law makers judges. greed winning,companies,NEUTRAL
less regulation might feasible effective means using civil law receive compensation harm caused faulty products. unfortunately conservative judges law makers dedicated protecting business patrons succeeded emasculating ability use civil law relief. recent nyt articles revealed business using arbitration avoid sued. wise law makers judges work protect public harm seems wisdom lacking far many current law makers judges. greed winning,companies,NEUTRAL
absence regulations would nobody caught vw first place. fact vw could spared expense trick regulators spewing toxic chemicals atmosphere wild abandon. would saved lot time effort made shareholders money albeit expense health planet everyone living,companies,NEUTRAL
absence regulations would nobody caught vw first place. fact vw could spared expense trick regulators spewing toxic chemicals atmosphere wild abandon. would saved lot time effort made shareholders money albeit expense health planet everyone living,companies,NEUTRAL
absence regulations would nobody caught vw first place. fact vw could spared expense trick regulators spewing toxic chemicals atmosphere wild abandon. would saved lot time effort made shareholders money albeit expense health planet everyone living,companies,NEUTRAL
mr mossoff 's reasoning naturally occurring non isolated electricity e .. g thunderstorms would patentable use house would. similarly rainwater would patentable water inside building 's plumbing system would. blood inside body. non patentable. stored bloodbank. patentable. fingernails could grown without fear lawsuit moment clipped would subject litigation. absurd say least,companies,NEUTRAL
